MSG_CN,RCPTN_RGN_NM,CRT_DT,REG_YMD,EMRG_STEP_NM,SN,DST_SE_NM,MDFCN_YMD
"금일 내린 눈, 비로 인해 도로 결빙이 우려됩니다. 도로 미끄럼 사고와 보행안전에 유의하시기 바랍니다. [남양주시]",경기도 남양주시 ,2025-01-03 21:12,2025-01-03,안전안내,208656,대설,2025-01-03
"기온이 내려가면서 금일 내린 눈, 비로 인해 도로 결빙이 우려됩니다. 도로 미끄럼 사고와 보행안전에 유의하시기 바랍니다. [남양주시]",경기도 남양주시 ,2025-01-03 22:38,2025-01-03,안전안내,208658,기타,2025-01-03
"[광주시] 오늘 01:15경 광주시 능평동 일대 정전되어 한국전력공사에서 복구 중이니, 교통신호 및 전기기기 사용 등 안전사고에 유의하시기 바랍니다. [광주시]",경기도 광주시 ,2025-01-04 3:19,2025-01-04,안전안내,208659,기타,2025-01-04
[광주시] 오늘 04시경 경기도 광주시 능평동 일대 정전 복구가 완료되었습니다.[광주시],경기도 광주시 ,2025-01-04 4:30,2025-01-04,안전안내,208660,기타,2025-01-04
"기온이 내려가면서 어제 내린 눈, 비로 인해 도로 결빙이 우려됩니다. 도로 미끄럼 사고와 보행안전에 유의하시기 바랍니다. [남양주시]",경기도 남양주시 ,2025-01-04 6:39,2025-01-04,안전안내,208663,기타,2025-01-04
"어제 내린 비로 인해 터널 앞, 교량 위, 응달진 곳 등 블랙아이스 사고 발생이 우려되오니 차량 운행에 각별히 주의하시기 바랍니다. [용인특례시]","경기도 용인시 처인구 ,경기도 용인시 기흥구 ,경기도 용인시 수지구 ",2025-01-04 6:56,2025-01-04,안전안내,208666,기타,2025-01-04
여주시 짙은 안개로 가시거리가 짧고 블랙아이스로 인해 교통사고 발생 위험. 운전 시 감속주행 및 비상등 점등 등 교통안전에 각별히 유의하시기 바랍니다. [여주시],경기도 여주시 ,2025-01-04 8:42,2025-01-04,안전안내,208673,호우,2025-01-04
"짙은 안개로 가시거리가 짧고 결빙 위험. 특히 교량 위, 터널 진출입구 등을 지나갈때 감속운행을 통해 블랙아이스로 인한 교통사고에 주의하시기 바랍니다.[이천시청]",경기도 이천시 부발읍,2025-01-04 8:59,2025-01-04,안전안내,208674,한파,2025-01-04
"도로(인도) 결빙 및 안개로 안전사고 발생이 우려됨으로 감속운행,  낙상사고 방지 등 안전에 유의하시기 바랍니다. [시흥시청]",경기도 시흥시 ,2025-01-04 9:07,2025-01-04,안전안내,208675,한파,2025-01-04
"짙은 안개로 가시거리가 짧고 결빙 위험. 특히 교량 위, 터널 진출입구 등을 지나갈때 감속운행을 통해 블랙아이스로 인한 교통사고에 주의하시기 바랍니다. [광주시]",경기도 광주시 ,2025-01-04 9:10,2025-01-04,안전안내,208676,한파,2025-01-04
"기온이 내려가면서 이전에 내린 눈, 비로 인해 도로 결빙이 우려됩니다. 도로 미끄럼 사고와 보행안전에 유의하시기 바랍니다.[가평군청]",경기도 가평군 ,2025-01-04 9:38,2025-01-04,안전안내,208677,기타,2025-01-04
"성북구에서 실종된 이재학씨(남,82세)를 찾습니다-155cm,짙은갈색중절모,검정패딩(목안쪽녹색),바지,흰마스크 
vo.la/qNUNO / ☎182 [서울경찰청]",서울특별시 성북구 ,2025-01-04 16:24,2025-01-04,안전안내,208683,기타,2025-01-04
"종로구에서 목격된 이재학씨(남,82세)를 찾습니다-155cm,짙은갈색중절모,검정패딩(목안쪽녹색),바지,흰마스크 
vo.la/qNUNO / ☎182 [서울경찰청]",서울특별시 종로구 ,2025-01-04 16:26,2025-01-04,안전안내,208684,기타,2025-01-04
"새벽에 내린 비가 얼어 도로 결빙이 예상됩니다. 터널 앞, 교량 인근, 고가도로 등은 위험하오니 감속운행 등 교통안전에 유의하시기 바랍니다. [경기도청]",경기도 전체 ,2025-01-05 7:00,2025-01-05,안전안내,208692,대설,2025-01-05
"양천구에서 실종된 권승유(남,12세)를 찾습니다 -150cm,55kg,검정패딩,회색바지,검정신발,스포츠머리
vo.la/jNUWU / ☎182 [서울경찰청]",서울특별시 양천구 ,2025-01-05 17:25,2025-01-05,안전안내,208699,기타,2025-01-05
"의정부시에서 배회중인 정준섭씨(남,77세)를 찾습니다 -175cm,78kg,보라색패딩,검정바지,검정방한화
vo.la/RbXmx / ☎182 [경기북부경찰청]",경기도 의정부시 ,2025-01-05 17:45,2025-01-05,안전안내,208701,기타,2025-01-05
"성북구에서 배회중인 안혜숙씨(여,77세)를 찾습니다 -153cm,50kg,자주색긴코트,검정모자,검정하의,흰운동화
vo.la/yiNjZ / ☎112 [서울경찰청]",서울특별시 성북구 ,2025-01-05 18:51,2025-01-05,안전안내,208703,기타,2025-01-05
"기온 급강하로 인해 터널 앞, 교량 위, 응달진 곳, 인도 등 빙판길 사고(낙상사고)가 우려되오니 차량 및 보행자 모두 각별히 주의하시기 바랍니다.[용인특례시]","경기도 용인시 처인구 ,경기도 용인시 기흥구 ,경기도 용인시 수지구 ",2025-01-06 8:00,2025-01-06,안전안내,208710,한파,2025-01-06
"오늘 저녁 김포지역에 눈,비 및 영하권 강추위가 예상되는 바, 안전사고(빙판길 등) 예방 및 농업,계량기 등의 시설물관리에 신경 써주시기 바랍니다.[김포시청]",경기도 김포시 ,2025-01-06 10:30,2025-01-06,안전안내,208713,한파,2025-01-06
"원동 32-4번지, 대원아파트 앞 도로변에서 상수도 누수로 인한 복구공사가 진행되오니 통행시 차량 미끄럼 및 운전에 조심하시기 바랍니다. [오산시 수도과]",경기도 오산시 ,2025-01-06 12:01,2025-01-06,안전안내,208714,교통,2025-01-06
금일(토) 저녁 고양시 지역에 눈이 예보되어 있으며 영하권 기온으로 빙판길 사고가 우려되오니 차량 및 보행자 모두 각별히 유의하시기 바랍니다. [고양시],경기도 고양시 ,2025-01-06 16:54,2025-01-06,안전안내,208715,대설,2025-01-06
"은평구에서 실종된 문기(남, 58세)씨를 찾습니다 -165cm,50kg,쥐색패딩,남색바지,검정크로스백,안경착용 vo.la/WWEfx / ☎112 [서울경찰청]",서울특별시 은평구 ,2025-01-06 18:48,2025-01-06,안전안내,208717,기타,2025-01-06
"현재 눈이 오고 있으며 이후 한파로 도로결빙등 안전사고 발생 우려됨▲차량 운행시 감속운전,안전거리확보▲눈길 보행유의▲시설물 동파예방▲한랭질환 유의바랍니다[화성시]",경기도 화성시 ,2025-01-06 18:57,2025-01-06,안전안내,208719,대설,2025-01-06
"오늘 저녁부터 눈이 내릴 것으로 예상되어 인도 및 도로에 결빙 우려가 있으니, 낙상사고 방지 및 차량 감속운전 등 안전에 유의하시기 바랍니다.[시흥시청]",경기도 시흥시 ,2025-01-06 19:00,2025-01-06,안전안내,208720,대설,2025-01-06
"오늘 저녁 파주지역에 눈,비 및 영하권 강추위가 예상되는 바, 안전사고(빙판길 등) 예방 및 시설물관리에 신경 써주시기 바랍니다. [파주시청]",경기도 파주시 ,2025-01-06 19:10,2025-01-06,안전안내,208721,기타,2025-01-06
"눈이 내리면서 도로 및 인도의 미끄럼사고가 우려됩니다. 감속 운전, 보행시 낙상주의 등 안전사고에 유의해주시고, 가급적 대중교통 이용을 당부드립니다. [안산시청]","경기도 안산시 상록구 ,경기도 안산시 단원구 ",2025-01-06 19:43,2025-01-06,안전안내,208722,대설,2025-01-06
"도 전역에 내리는 눈이 영하의 기온으로 얼어 내일 새벽 도로 결빙이 예상됩니다. 안전거리 유지, 감속 운전하시고 가급적 대중교통을 이용하시기 바랍니다.[경기도청]",경기도 전체 ,2025-01-06 20:01,2025-01-06,안전안내,208724,대설,2025-01-06
현재 내린 눈으로 인한 도로결빙이 우려됩니다. 보행 및 운전 시 미끄럼 사고에 주의하시기 바랍니다. [오산시],경기도 오산시 ,2025-01-06 20:44,2025-01-06,안전안내,208728,대설,2025-01-06
"의왕시 도로 및 인도 적설로 인한 결빙우려로 안전사고에 유의바라며, 내 집·점포 앞 눈쓸기에 동참해주시기 바랍니다. [의왕시]",경기도 의왕시 ,2025-01-06 21:09,2025-01-06,안전안내,208730,대설,2025-01-06
"김포전역에 내린 눈으로 길이 미끄럽습니다. 새벽부터는 영하권의 강추위로 특히 빙판길과 블랙아이스로 인한 보행자 및 자동차 추돌등 안전사고를 조심하세요
[김포시청]",경기도 김포시 ,2025-01-06 21:13,2025-01-06,안전안내,208731,대설,2025-01-06
주요도로 제설 중. 교량구간 등 결빙 우려되오니 안전거리 유지 및 감속 운전 바랍니다.[안양시청],"경기도 안양시 만안구 ,경기도 안양시 동안구 ",2025-01-06 21:29,2025-01-06,안전안내,208734,대설,2025-01-06
"군포시 도로 및 인도 적설로 인한 결빙우려로 안전사고에 유의바라며, 내 집,점포 앞 눈쓸기에 동참해주시기 바랍니다. [군포시청]",경기도 군포시 ,2025-01-06 21:33,2025-01-06,안전안내,208735,대설,2025-01-06
"금일 내린 눈으로 도로의 결빙이 우려되오니 운전 및 통행시 낙상 등 안전사고에 유의하시고, 내집 내점포앞 눈치우기에 적극 참여하여 주시기 바랍니다[영등포구청]",서울특별시 영등포구 ,2025-01-06 22:14,2025-01-06,안전안내,208736,대설,2025-01-06
용산구 내린 눈으로 밤새 결빙이 우려되니 운전 및 통행 시 낙상 등 안전사고에 유의하시고 내 집 내 점포 앞 눈 치우기에 적극 참여해 주시기 바랍니다.[용산구청],서울특별시 용산구 ,2025-01-06 22:24,2025-01-06,안전안내,208737,대설,2025-01-06
"어제 내린 눈으로 도로 등 결빙이 우려되오니 안전운전 준수 및 보행안전에 유의하시고, 내 집(점포) 앞 눈치우기에 적극 참여하여 주시기 바랍니다. [양평군]",경기도 양평군 ,2025-01-07 6:01,2025-01-07,안전안내,208739,대설,2025-01-07
"시흥시 전역에 내린 눈이 얼어 인도 및 도로에 결빙이 우려되오니, 낙상사고 방지 및 차량 감속운전 등 안전에 유의하시기 바랍니다.[시흥시청]",경기도 시흥시 ,2025-01-07 7:00,2025-01-07,안전안내,208743,대설,2025-01-07
"강설 후 도로결빙으로 안전사고 발생이 우려되오니 감속운전,안전거리 확보 및 보행안전에 유의하시고,내 집(점포)앞 눈치우기에 적극 참여하여 주시기 바랍니다[화성시]",경기도 화성시 ,2025-01-07 8:00,2025-01-07,안전안내,208746,기타,2025-01-07
"어제 내린 눈이 영하의 기온으로 얼어 도로 결빙이 우려됩니다. 감속운전, 낙상주의 등 안전사고에 주의하시고, 가급적 대중교통을 이용해주시기 바랍니다.[안산시청]","경기도 안산시 상록구 ,경기도 안산시 단원구 ",2025-01-07 8:00,2025-01-07,안전안내,208747,대설,2025-01-07
밤새 내린 눈이 얼어 인도 및 도로가 미끄러우니 낙상사고 방지 및 감속운전 등 안전에 유의하시기 바랍니다.[광명시청],경기도 광명시 ,2025-01-07 8:01,2025-01-07,안전안내,208748,대설,2025-01-07
밤사이 내린 눈으로 도로가 결빙되어 미끄럼 사고가 우려되니 감속운전 및 낙상사고 등 안전에 유의하시기 바랍니다.[가평군],경기도 가평군 ,2025-01-07 8:26,2025-01-07,안전안내,208749,대설,2025-01-07
오늘밤 9시 한파주의보 발효에 따른 ▲야외활동 자제 및 방한용품 착용 ▲취약인 건강관리 및 안부 확인 ▲수도계량기동파 주의 ▲난방기 화재 주의 바랍니다.[가평군],경기도 가평군 ,2025-01-07 14:51,2025-01-07,안전안내,208757,한파,2025-01-07
"내일 아침 기온 영하 10도 내외로 춥겠으니 야외활동 시 모자, 목도리 등 방한용품 착용, 수도계량기는 헌 옷 등으로 감싸 동파를 방지하세요. [경기도청]",경기도 전체 ,2025-01-07 18:01,2025-01-07,안전안내,208767,한파,2025-01-07
"강추위가 예상됨으로 야외활동 자제 및 도로 결빙대비 감속운전, 수도계량기 동파주의, 노약자 건강 관리, 화재주의 등 안전에 유의 바랍니다.[시흥시청]",경기도 시흥시 ,2025-01-07 19:00,2025-01-07,안전안내,208771,한파,2025-01-07
"서초구에서 실종된 김종희씨(남,81세)를 찾습니다-175cm,70kg,남색외투,체크무늬베레모,안경,흰색목도리 
vo.la/sHrxv / ☎112 [서울경찰청]",서울특별시 서초구 ,2025-01-07 19:23,2025-01-07,안전안내,208774,기타,2025-01-07
오늘 저녁부터 내일 아침까지 강추위가 예상되는 바▲외출·야외활동 자제▲외출 시 방한용품 착용▲수도시설 동파예방▲난방기 화재주의 등 안전에 주의 바랍니다[화성시],경기도 화성시 ,2025-01-07 19:23,2025-01-07,안전안내,208775,한파,2025-01-07
"동작구에서 배회중인 김종희씨(남,81세)를 찾습니다-175cm,70kg,남색외투,체크무늬베레모,안경,흰색목도리 
vo.la/sHrxv / ☎112 [서울경찰청]",서울특별시 동작구 ,2025-01-07 19:26,2025-01-07,안전안내,208776,기타,2025-01-07
"기온 급강하(영하 10도 내외)로 강추위가 지속되고 있습니다.
노약자 건강관리, 빙판길 사고(낙상사고), 수도관 동파방지 등 안전에 유의 바랍니다.[용인특례시]","경기도 용인시 처인구 ,경기도 용인시 기흥구 ,경기도 용인시 수지구 ",2025-01-08 6:58,2025-01-08,안전안내,208784,한파,2025-01-08
"아침 기온이 영하 10도(체감 영하14도)내외로 한파 피해가 우려되니, 감속운전, 수도관 동파예방, 방한용품 착용 등으로 한파에 대비하시기 바랍니다.[안산시청]",경기도 안산시 ,2025-01-08 7:00,2025-01-08,안전안내,208786,한파,2025-01-08
"강추위로 인하여 노약자 건강관리, 시설물 동파방지 사전대비, 난방기 화재주의, 도로결빙에 따른 미끄럼 주의 등 안전에 유의 바랍니다.[시흥시청]",경기도 시흥시 ,2025-01-08 7:00,2025-01-08,안전안내,208785,한파,2025-01-08
"강추위로 인도 및 차도 결빙이 우려되오니 안전사고에 주의하시고, 수도동파, 농작물 냉해, 화재 등에 대비하시기 바랍니다.[광명시청]",경기도 광명시 ,2025-01-08 7:00,2025-01-08,안전안내,208787,한파,2025-01-08
기온 급감에 따른 한파주의 ▲야외활동 자제 ▲난방기 화재주의 ▲수도계량기 보온조치 ▲빙판길 서행운전 등 안전관리에 유의 바랍니다.[수원특례시],경기도 수원시 ,2025-01-08 7:13,2025-01-08,안전안내,208792,한파,2025-01-08
"노원구에서 실종된 이장호씨(남,86세)를 찾습니다 -158cm,65kg,파란색패딩,검정바지,남색모자,지팡이
vo.la/DJohA / ☎182 [서울경찰청]",서울특별시 노원구 ,2025-01-08 9:11,2025-01-08,안전안내,208794,기타,2025-01-08
"경찰은 강북구에서 실종된 안승배씨(남,82세)를 찾습니다 -168cm,60kg,반백머리,남색패딩,어두운색바지
vo.la/iDCdL / ☎182 [서울경찰청]",서울특별시 강북구 ,2025-01-08 10:12,2025-01-08,안전안내,208796,기타,2025-01-08
"오늘 12시 45분 성수동1가 13-460 해움자동차 건물에서 화재 발생. 차량은 건물 주변 도로를 우회하고, 건물 내 주민은 건물 밖으로 대피하세요. [성동구]","서울특별시 성동구 성수동1가,서울특별시 성동구 성수동2가,서울특별시 성동구 송정동",2025-01-08 13:06,2025-01-08,안전안내,208797,화재,2025-01-08
김포전역에 9일 새벽부터 많은 눈이 예상됨에 따라 대중교통 이용. 거주시설 및 농작물 등 취약시설 사전점검 등 인명피해 없도록 주의바랍니다. [김포시청],경기도 김포시 ,2025-01-08 17:00,2025-01-08,안전안내,208801,대설,2025-01-08
"내일 9일(화) 눈이 예상됩니다. 길이 얼어 미끄럼 사고가 우려되니 출퇴근 시 되도록 대중교통을 이용하시고, 운전 시에는 서행 바랍니다. [의정부시]",경기도 의정부시 ,2025-01-08 17:43,2025-01-08,안전안내,208803,대설,2025-01-08
"내일(9일) 새벽부터 고양시 전역에 많은 눈이 예상됨에 따라 대중교통 이용, 운전시 서행운전 바라며 내집 앞 눈치우기에도 동참하여 주시기 바랍니다. [고양시]",경기도 고양시 ,2025-01-08 18:07,2025-01-08,안전안내,208804,대설,2025-01-08
"내일 아침 06시부터 24시까지 서울 지역에 많은 눈이 예상되니, 대중교통을 이용해 주시고 보행 시 낙상에 주의 바랍니다. [서울특별시청]",서울특별시 전체 ,2025-01-08 18:14,2025-01-08,안전안내,208805,대설,2025-01-08
"내일(9시) 오전부터 광주시 전역에 많은 눈이 예상됨에 따라 대중교통 이용, 서행 운전 바라며 내 집 앞 눈치우기에도 동참하여 주시기 바랍니다.[광주시]",경기도 광주시 ,2025-01-08 18:17,2025-01-08,안전안내,208806,대설,2025-01-08
"내일 아침부터 남양주시 지역에 많은 눈이 예상되니, 대중교통을 이용해 주시고 보행 시 미끄럼사고에 주의 바랍니다. [남양주시]",경기도 남양주시 ,2025-01-08 18:37,2025-01-08,안전안내,208807,대설,2025-01-08
"내일 구리시에 많은 눈이 예상됩니다. 차량은 가급적 운행을 자제하여 주시고 내 집, 내 점포 앞 눈 치우기에 적극 동참하여주시기 바랍니다. [구리시]",경기도 구리시 ,2025-01-08 18:50,2025-01-08,안전안내,208808,대설,2025-01-08
"내일 아침부터 밤까지 많은 눈과 비가 예보되어 있으니 가급적 대중교통을 이용해주시고 운전자는 안전운전, 보행자는 미끄럼사고에 주의하시기 바랍니다.[광명시청]",경기도 광명시 ,2025-01-08 18:59,2025-01-08,안전안내,208809,대설,2025-01-08
"내일 강설예보에 따라 도로(인도) 결빙이 우려됩니다. 가급적 대중교통 이용, 운전 시 감속운행, 낙상사고 방지 등 안전사고에 유의하여 주시기 바랍니다.[시흥시청]",경기도 시흥시 ,2025-01-08 19:00,2025-01-08,안전안내,208810,대설,2025-01-08
"강남구에서 실종된 오화영씨(여,64세)를 찾습니다-152cm,50kg,검정롱패딩,검정조거팬츠,검정신발,자주색안경
vo.la/cQcEF / ☎112 [서울경찰청]",서울특별시 강남구 ,2025-01-08 19:13,2025-01-08,안전안내,208811,기타,2025-01-08
"내일 아침 06시부터 24시까지 3~8cm(많은곳 10cm이상)의 눈예보가 있으니, 집 앞 눈치우기, 보행 및 차량운행시 안전에 유의하시기 바랍니다. [서초구청]",서울특별시 서초구 ,2025-01-08 20:58,2025-01-08,안전안내,208813,대설,2025-01-08
"내일 아침 용산구 전역에 강설이 예상되니, 내 집 앞 눈 치우기 및 보행 시 안전에 유의하여 주시고, 가급적 대중교통을 이용하여 주시기 바랍니다. [용산구청]",서울특별시 용산구 ,2025-01-08 21:38,2025-01-08,안전안내,208815,대설,2025-01-08
"오전부터 밤까지 15cm 내외의 많은 눈이 예상되니, 출퇴근시 가급적 대중교통을 이용해 주시고 보행 시 빙판길 낙상사고에 주의 바랍니다. [용인특례시]","경기도 용인시 처인구 ,경기도 용인시 기흥구 ,경기도 용인시 수지구 ",2025-01-09 6:50,2025-01-09,안전안내,208818,대설,2025-01-09
"금일 아침부터 밤까지 비교적 많은 눈과 비가 예보되었으니 각종 안전사고에 유의하시고, 내 집 앞 눈치우기에 적극 동참하여 주시기 바랍니다.[광명시청]",경기도 광명시 ,2025-01-09 6:59,2025-01-09,안전안내,208819,대설,2025-01-09
"강설 예보에 따라 도로 및 인도 결빙이 우려됩니다. 감속 운전, 낙상주의 등 안전사고에 유의하시고, 가급적 대중교통을 이용해 주시기 바랍니다. [안산시청]",경기도 안산시 ,2025-01-09 7:00,2025-01-09,안전안내,208820,대설,2025-01-09
"대설에 따라 도로(인도) 결빙이 우려됩니다. 가급적 대중교통 이용, 운전 시 감속운행, 낙상사고 방지 등 안전사고에 유의하여 주시기 바랍니다.[시흥시청]",경기도 시흥시 ,2025-01-09 7:04,2025-01-09,안전안내,208821,대설,2025-01-09
"많은 눈이 예보되어 있습니다. 폭설과 도로살얼음으로 인한 차량 미끄럼 사고가 우려되니 감속운행, 차간거리 유지 등 안전운전에 각별히 유의바랍니다. [국토교통부]","강원특별자치도 전체 ,경기도 전체 ,경상북도 전체 ,대전광역시 전체 ,서울특별시 전체 ,인천광역시 전체 ,전라북도 전체 ,충청남도 전체 ,충청북도 전체 ,세종특별자치시  ",2025-01-09 8:00,2025-01-09,안전안내,208823,대설,2025-01-09
"많은 눈이 예보되어 있습니다. 길이 얼어 미끄럼 사고가 우려되니 출퇴근 시 되도록 대중교통을 이용하시고, 운전 시에는 서행하세요. [군포시]",경기도 군포시 ,2025-01-09 8:20,2025-01-09,안전안내,208824,대설,2025-01-09
금일 많은 눈이 예보되어 있으므로 가급적 대중교통 이용. 운전 시 감속운행 및 보행시 낙상사고 방지 등 안전사고에 유의하여 주시기 바랍니다.[화성시],경기도 화성시 ,2025-01-09 8:20,2025-01-09,안전안내,208825,대설,2025-01-09
오늘 많은 눈이 예보되어 있습니다. ▲눈길 미끄럼 주의 ▲동파방지 ▲온열기 화재예방 ▲내 집 앞 눈 치우기 등 안전 및 건강관리에 유의 바랍니다. [여주시],경기도 여주시 ,2025-01-09 8:34,2025-01-09,안전안내,208826,대설,2025-01-09
"늦은 밤까지 강하고 많은 눈이 예상됩니다. 출퇴근 시 대중교통 이용 및 운전 시 감속 운행 바라며, 미끄럼 사고에 주의하시기 바랍니다. [오산시]",경기도 오산시 ,2025-01-09 8:40,2025-01-09,안전안내,208827,대설,2025-01-09
"금일 늦은 밤까지 많은 양의 눈 예보가 있습니다. 보행 및 차량 운행시 안전에 유의하시고, 내 집,내 점포 앞 눈 치우기에 동참하여 주시기 바랍니다.[영등포구]",서울특별시 영등포구 ,2025-01-09 9:01,2025-01-09,안전안내,208830,대설,2025-01-09
오늘 09시00분 대설주의보 발효. 대중교통을 이용하시고 눈길 안전에 주의하시기 바랍니다. [행정안전부],"경기도 과천시 ,경기도 광명시 ,경기도 군포시 ,경기도 김포시 ,경기도 부천시 ,경기도 수원시 ,경기도 시흥시 ,경기도 안산시 ,경기도 안양시 ,경기도 의왕시 ,경기도 평택시 ,경기도 화성시 ,서울특별시 강남구 ,서울특별시 강동구 ,서울특별시 강북구 ,서울특별시 강서구 ,서울특별시 관악구 ,서울특별시 광진구 ,서울특별시 구로구 ,서울특별시 금천구 ,서울특별시 노원구 ,서울특별시 도봉구 ,서울특별시 동대문구 ,서울특별시 동작구 ,서울특별시 마포구 ,서울특별시 서대문구 ,서울특별시 서초구 ,서울특별시 성동구 ,서울특별시 성북구 ,서울특별시 송파구 ,서울특별시 양천구 ,서울특별시 영등포구 ,서울특별시 용산구 ,서울특별시 은평구 ,서울특별시 종로구 ,서울특별시 중구 ,서울특별시 중랑구 ,인천광역시 강화군 ,인천광역시 계양구 ,인천광역시 미추홀구 ,인천광역시 남동구 ,인천광역시 동구 ,인천광역시 부평구 ,인천광역시 서구 ,인천광역시 연수구 ,인천광역시 중구 ",2025-01-09 9:06,2025-01-09,안전안내,208831,대설,2025-01-09
오늘 10시00분 대설주의보 발효. 대중교통을 이용하시고 눈길 안전에 주의하시기 바랍니다. [행정안전부],"경기도 가평군 ,경기도 고양시 ,경기도 광주시 ,경기도 구리시 ,경기도 남양주시 ,경기도 동두천시 ,경기도 성남시 ,경기도 안성시 ,경기도 양주시 ,경기도 양평군 ,경기도 여주시 ,경기도 연천군 ,경기도 오산시 ,경기도 용인시 ,경기도 의정부시 ,경기도 이천시 ,경기도 파주시 ,경기도 포천시 ,경기도 하남시 ",2025-01-09 9:07,2025-01-09,안전안내,208832,대설,2025-01-09
양주시 전지역 대설주의보 발령. 대중교통을 이용하시고 눈길 안전에 주의하시기 바랍니다. [양주시],경기도 양주시 ,2025-01-09 9:19,2025-01-09,안전안내,208833,대설,2025-01-09
"오늘 도봉구 전역에 많은 눈이 예상됩니다. 내 집 앞 눈치우기 동참, 차량운행 자제, 대중교통 이용, 보도·이면도로 이용시 낙상에 주의 바랍니다. [도봉구청]",서울특별시 도봉구 ,2025-01-09 9:21,2025-01-09,안전안내,208835,대설,2025-01-09
"현재 우리시 전역에 대설주의보가 발령되었으니 야외활동을 자제해 주시고, 특히 낙상 등 안전사고에 유의하시기 바랍니다.[동두천시]",경기도 동두천시 ,2025-01-09 9:26,2025-01-09,안전안내,208836,대설,2025-01-09
"가평군 대설주의보 발령으로 차량미끄럼 사고가 우려되니 감속운행 등 안전사고에 유의하여 주시기 바라며, 내 집 앞 눈치우기에 동참해 주시기 바람니다.[가평군]",경기도 가평군 ,2025-01-09 9:37,2025-01-09,안전안내,208837,대설,2025-01-09
"금일(9일) 10시00분 고양시 전역에 대설주의보 발효. 대중교통 이용, 야외활동 자제, 눈길 안전에 주의하시기 바랍니다. [고양시]",경기도 고양시 ,2025-01-09 9:58,2025-01-09,안전안내,208842,대설,2025-01-09
"화성시에서 배회중인 정우희(여, 11세)를 찾습니다 -150cm,44kg,검정패딩,청바지,흰색운동화 vo.la/OrzgN / ☎182 [경기남부경찰청]",경기도 화성시 ,2025-01-09 10:55,2025-01-09,안전안내,208848,기타,2025-01-09
"현재 양평군 전역에 눈이 내려 쌓이면서 도로와 인도에 결빙으로 인한 미끄럼 사고가 우려되오니, 안전운전 준수 및 보행안전에 유의하여 주시기 바랍니다. [양평군]",경기도 양평군 ,2025-01-09 11:07,2025-01-09,안전안내,208849,대설,2025-01-09
"금일 늦은밤까지 노원구에 많은 눈이 예상됩니다. 보행 및 차량 운행 시 안전사고에 유의하시고, 내집, 내점포앞 눈치우기에 동참하여 주시기 바랍니다.[노원구청]",서울특별시 노원구 ,2025-01-09 13:09,2025-01-09,안전안내,208853,대설,2025-01-09
"금일 의왕시 대설주의보 발효 중으로 보행 및 운전에 주의하시기 바라며, 내 집·점포 앞 눈쓸기에 동참해주시기 바랍니다.[의왕시]",경기도 의왕시 ,2025-01-09 13:17,2025-01-09,안전안내,208854,대설,2025-01-09
현재 포천시 대설주의보 발효 중으로 차량 운행 시 안전거리 확보 및 감속운전을 하여주시고 노약자 분들은 낙상사고에 주의하시기 바랍니다. [포천시],경기도 포천시 ,2025-01-09 13:22,2025-01-09,안전안내,208855,대설,2025-01-09
"대설에 따른 파손, 전도 등 영향을 받는 외부 간판을 정비 바라며 도로 및 인도에 설치된 입간판, 배너, 현수막 등은 즉시 내부로 이동 조치 바랍니다. [광주시]",경기도 광주시 ,2025-01-09 14:02,2025-01-09,안전안내,208859,대설,2025-01-09
"금일 늦은밤까지 많은 눈이 예보되어 있습니다. 퇴근시 가급적 대중교통을 이용바라며, ▲눈길 서행운전 ▲안전사고 ▲시설물점검 등 안전에 유의바랍니다. [수원특례시]",경기도 수원시 ,2025-01-09 14:44,2025-01-09,안전안내,208862,대설,2025-01-09
대설주의보 발효중 ▲내집 앞 눈쓸기 동참 ▲도로결빙으로 인한 차량운행 및 보행주의 ▲수도관 동파 주의 등 안전에 유의하여 주시기 바랍니다.[하남시],경기도 하남시 ,2025-01-09 15:26,2025-01-09,안전안내,208864,대설,2025-01-09
"저녁시간 많은 눈이 예상됨에 따라 퇴근길 교통 혼잡이 우려됩니다. 가급적 대중교통을 이용하고, 운전 시 감속운행 등 안전사고에 유의 바랍니다. [시흥시청]",경기도 시흥시 ,2025-01-09 17:00,2025-01-09,안전안내,208874,대설,2025-01-09
"현재 양주시 전역에 눈이 쌓이면서 빙판길이 우려 됩니다. 차량 운행 시 감속 운행하여 주시고, 보행 시 보도가 미끄러우니 낙상사고에 주의 바랍니다. [양주시]",경기도 양주시 ,2025-01-09 17:01,2025-01-09,안전안내,208878,대설,2025-01-09
"오늘 내린 눈으로 인해 터널 앞, 교량 위, 응달진 곳은 블랙아이스 차량 사고 주의 및 퇴근 시 가급적 대중교통을 이용해 주시기 바랍니다.[용인특례시]","경기도 용인시 처인구 ,경기도 용인시 기흥구 ,경기도 용인시 수지구 ",2025-01-09 17:55,2025-01-09,안전안내,208893,대설,2025-01-09
"우리군 전역에 눈이 내려 도로 등 결빙이 우려되오니 안전운전 준수 및 보행안전에 유의바라며, 내 집(점포) 앞 눈치우기에 적극 참여하여 주시기 바랍니다.[양평군]",경기도 양평군 ,2025-01-09 17:57,2025-01-09,안전안내,208895,대설,2025-01-09
